transaction_date,ticker,executive,executive_title,security_type,acquisition_or_disposal,shares,share_price
2013-04-15,IBM,"VAN, KRALINGEN BRIDGET A",Senior Vice President,Phantom Stock Unit,A,5.0,209.26
2013-04-15,IBM,"KAVANAUGH, JAMES J","VP, Controller",Phantom Stock Unit,A,7.0,209.26
2013-03-31,IBM,"JACKSON, SHIRLEY A",Director,Promised Fee Share,A,296.0,211.59
2013-03-31,IBM,"BRODY, WILLIAM R MD PHD",Director,Promised Fee Share,A,296.0,211.59
2013-03-31,IBM,"CHENAULT, KENNETH I",Director,Promised Fee Share,A,296.0,211.59
2013-03-31,IBM,"ESKEW, MICHAEL L",Director,Promised Fee Share,A,325.0,211.59
2013-03-31,IBM,"ZAMBRANO, LORENZO H",Director,Promised Fee Share,A,320.0,211.59
2013-03-31,IBM,"TAUREL, SIDNEY",Director,Promised Fee Share,A,320.0,211.59
2013-03-31,IBM,"SPERO, JOAN E",Director,Promised Fee Share,A,296.0,211.59
2013-03-31,IBM,"OWENS, JAMES W",Director,Promised Fee Share,A,178.0,211.59
2013-03-31,IBM,"MCNERNEY, W JAMES JR",Director,Promised Fee Share,A,296.0,211.59
2013-03-31,IBM,"LIVERIS, ANDREW N",Director,Promised Fee Share,A,296.0,211.59
2013-03-31,IBM,"FARR, DAVID N",Director,Promised Fee Share,A,178.0,211.59
2013-03-31,IBM,"BELDA, ALAIN J P",Director,Promised Fee Share,A,296.0,211.59
2013-03-28,IBM,"KAVANAUGH, JAMES J","VP, Controller",Phantom Stock Unit,A,7.0,213.3
2013-03-28,IBM,"VAN, KRALINGEN BRIDGET A",Senior Vice President,Phantom Stock Unit,A,5.0,213.3
2013-03-15,IBM,"VAN, KRALINGEN BRIDGET A",Senior Vice President,Phantom Stock Unit,A,185.0,0.0
2013-03-15,IBM,"KAVANAUGH, JAMES J","VP, Controller",Phantom Stock Unit,A,35.0,0.0
2013-03-15,IBM,"VAN, KRALINGEN BRIDGET A",Senior Vice President,Phantom Stock Unit,A,180.0,214.92
2013-03-15,IBM,"KAVANAUGH, JAMES J","VP, Controller",Phantom Stock Unit,A,151.0,214.92
2013-02-28,IBM,"KAVANAUGH, JAMES J","VP, Controller",Phantom Stock Unit,A,7.0,200.83
2013-02-28,IBM,"ARNOLD, COLLEEN F.",Senior Vice President,Common Stock,D,9730.0,203.0
2013-02-28,IBM,"VAN, KRALINGEN BRIDGET A",Senior Vice President,Phantom Stock Unit,A,5.0,200.83
2013-02-27,IBM,"VAN, KRALINGEN BRIDGET A",Senior Vice President,Common Stock,D,12000.0,200.0
2013-02-27,IBM,"BRAMANTE, JAMES P",Senior Vice President,Common Stock,D,1300.0,200.51
2013-02-27,IBM,"BRAMANTE, JAMES P",Senior Vice President,Common Stock,D,1377.0,200.5144
2013-02-27,IBM,"BRAMANTE, JAMES P",Senior Vice President,Common Stock,D,1823.0,200.52
2013-02-27,IBM,"SHAUGHNESSY, TIMOTHY S",Senior Vice President,Common Stock,D,3939.0,202.0
2013-02-27,IBM,"SHAUGHNESSY, TIMOTHY S",Senior Vice President,Common Stock,D,1700.0,202.01
2013-02-27,IBM,"SHAUGHNESSY, TIMOTHY S",Senior Vice President,Common Stock,D,701.0,202.02
2013-02-27,IBM,"SHAUGHNESSY, TIMOTHY S",Senior Vice President,Common Stock,D,100.0,202.03
2013-02-27,IBM,"SHAUGHNESSY, TIMOTHY S",Senior Vice President,Common Stock,D,400.0,202.04
2013-02-27,IBM,"SHAUGHNESSY, TIMOTHY S",Senior Vice President,Common Stock,D,500.0,202.05
2013-02-27,IBM,"SHAUGHNESSY, TIMOTHY S",Senior Vice President,Common Stock,D,300.0,202.06
2013-02-27,IBM,"SHAUGHNESSY, TIMOTHY S",Senior Vice President,Common Stock,D,1100.0,202.09
2013-02-27,IBM,"SHAUGHNESSY, TIMOTHY S",Senior Vice President,Common Stock,D,100.0,202.1
2013-02-27,IBM,"SHAUGHNESSY, TIMOTHY S",Senior Vice President,Common Stock,D,700.0,202.14
2013-02-27,IBM,"SHAUGHNESSY, TIMOTHY S",Senior Vice President,Common Stock,D,500.0,202.17
2013-02-27,IBM,"SHAUGHNESSY, TIMOTHY S",Senior Vice President,Common Stock,D,300.0,202.21
2013-02-27,IBM,"SHAUGHNESSY, TIMOTHY S",Senior Vice President,Common Stock,D,300.0,202.23
2013-02-27,IBM,"SHAUGHNESSY, TIMOTHY S",Senior Vice President,Common Stock,D,200.0,202.25
2013-02-27,IBM,"SHAUGHNESSY, TIMOTHY S",Senior Vice President,Common Stock,D,1000.0,202.26
2013-02-27,IBM,"SHAUGHNESSY, TIMOTHY S",Senior Vice President,Common Stock,D,160.0,202.27
2013-02-20,IBM,"TAUREL, SIDNEY",Director,Common Stock,A,4000.0,85.35
2013-02-20,IBM,"DI, LEO ALLEN BRUNO V",Senior Vice President,Common Stock,D,5400.0,201.5118
2013-02-20,IBM,"DI, LEO ALLEN BRUNO V",Senior Vice President,Common Stock,D,600.0,201.57
2013-02-20,IBM,"DI, LEO ALLEN BRUNO V",Senior Vice President,Common Stock,D,477.0,201.52
2013-02-20,IBM,"RHODIN, MICHAEL D.",Senior Vice President,Common Stock,D,1200.0,200.99
2013-02-20,IBM,"RHODIN, MICHAEL D.",Senior Vice President,Common Stock,D,1800.0,200.962
2013-02-20,IBM,"DI, LEO ALLEN BRUNO V",Senior Vice President,Common Stock,D,420.0,201.53
2013-02-20,IBM,"DI, LEO ALLEN BRUNO V",Senior Vice President,Common Stock,D,100.0,201.56
2013-02-20,IBM,"DI, LEO ALLEN BRUNO V",Senior Vice President,Common Stock,D,203.0,201.55
2013-02-20,IBM,"DI, LEO ALLEN BRUNO V",Senior Vice President,Common Stock,D,800.0,201.54
2013-02-20,IBM,"TAUREL, SIDNEY",Director,BOD Stock Option (right to buy),D,4000.0,0.0
2013-02-20,IBM,"TAUREL, SIDNEY",Director,Common Stock,D,700.0,200.35
2013-02-20,IBM,"TAUREL, SIDNEY",Director,Common Stock,D,1010.0,200.3462
2013-02-19,IBM,"ROMETTY, VIRGINIA M","Director, Chairman, Pres. and CEO",Common Stock,D,12500.0,200.6
2013-02-15,IBM,"CHENAULT, KENNETH I",Director,BOD Stock Option (right to buy),D,4000.0,0.0
2013-02-15,IBM,"CHENAULT, KENNETH I",Director,Common Stock,D,900.0,200.43
2013-02-15,IBM,"LEBLANC, ROBERT J.",Senior Vice President,Common Stock,D,1024.0,200.78
2013-02-15,IBM,"LEBLANC, ROBERT J.",Senior Vice President,Common Stock,D,718.0,200.77
2013-02-15,IBM,"LEBLANC, ROBERT J.",Senior Vice President,Common Stock,D,100.0,200.75
2013-02-15,IBM,"LEBLANC, ROBERT J.",Senior Vice President,Common Stock,D,627.0,200.74
2013-02-15,IBM,"LEBLANC, ROBERT J.",Senior Vice President,Common Stock,D,723.0,200.73
2013-02-15,IBM,"LEBLANC, ROBERT J.",Senior Vice President,Common Stock,D,1333.0,200.72
