Price,Close,High,Low,Open,Volume
Ticker,IBM,IBM,IBM,IBM,IBM
Date,,,,,
2023-03-29,119.92738342285156,120.51911457866032,119.43734261277557,120.3064508339911,3279600
2023-03-30,119.47433471679688,121.56388229160822,119.3633895329259,120.34344294507619,3561800
2023-03-31,121.20330047607422,121.33274123100635,119.65925214653234,119.70548401071899,4524700
2023-04-03,122.10013580322266,122.60865805487589,120.90743280205702,121.09234613684461,3840100
2023-04-04,121.67485046386719,122.1833586657117,121.0183918260904,122.03543644574889,3382800
2023-04-05,122.17411041259766,122.60866453169459,121.46217922267527,121.46217922267527,2898700
2023-04-06,120.65780639648438,122.59943191272518,120.4913886077702,122.1926140629997,3050600
2023-04-10,121.14781951904297,121.1940513800381,119.49282611608966,120.03832539507587,2614400
2023-04-11,120.58382415771484,121.21254642699336,120.36191969067835,120.73176046907251,3132400
2023-04-12,118.84561157226562,121.01838212741238,118.50352118578942,120.56533244987568,3957500
2023-04-13,118.25389099121094,118.70693362824643,116.49718598226723,118.35558839406248,5621500
2023-04-14,118.47578430175781,120.04756885547195,117.7083805373245,118.77165693247196,4180600
2023-04-17,118.1799087524414,119.01203282112682,117.23683951059203,118.62371060707069,3662700
2023-04-18,118.1429443359375,118.97506148909767,117.74537427329756,118.47579401879851,3193800
2023-04-19,116.79303741455078,117.4032640816558,115.84996817465074,116.95946222794386,7014400
2023-04-20,116.83003997802734,121.10159910775315,116.34925397259121,120.33419528822506,9749600
2023-04-21,116.24755096435547,117.14438844490999,115.82223757465951,116.49718468492385,6725400
2023-04-24,115.94242858886719,116.54340749301272,115.16577708323523,116.08111711351484,4043900
2023-04-25,116.39547729492188,116.6728543587759,115.35070352185639,115.48014427059046,4275400
2023-04-26,116.35848236083984,117.00569309812245,115.68354238454887,116.32149828551017,4070200
2023-04-27,117.39403533935547,117.4402601509117,115.99791623689902,116.83928822273461,3204900
2023-04-28,116.87625885009766,117.65290331316451,116.16432770496154,117.03343588848145,5060500
2023-05-01,116.58038330078125,117.19060998127412,116.55264700693908,116.8207762707322,2725000
2023-05-02,115.72053527832031,116.91323829213398,113.97307109228619,116.77455681656842,4445300
2023-05-03,114.1395034790039,116.09961742676244,113.963837913652,115.99791296861507,4554200
2023-05-04,113.32585906982422,114.20420793611538,112.57695094058667,113.7511653564277,4468200
2023-05-05,114.32441711425781,114.74047565187308,113.54776557565319,113.82514263672448,4970800
2023-05-08,114.09326934814453,114.57404824866232,113.30737709811022,114.42611899234589,3663800
2023-05-09,113.55907440185547,114.30882770258268,113.08111364406481,114.24322482503234,4540000
2023-05-10,114.35568237304688,114.79616189925841,113.4934710856671,114.3275678756593,4189200
2023-05-11,113.30602264404297,114.56185104344517,112.97800829719735,114.35566855394893,3446500
2023-05-12,115.1241683959961,115.14291615975456,113.5028371895564,113.78399644451827,4560500
2023-05-15,115.61151885986328,115.9207926335825,114.65558304112704,115.27413058856548,2915700
2023-05-16,115.70523834228516,116.08011500057373,114.75867638889648,115.60214708250136,2748400
2023-05-17,117.81391906738281,117.94512483368341,115.71461965639547,116.15509922190942,4515100
2023-05-18,118.22626495361328,118.5636531979896,117.32656535200204,117.42965660168241,3797900
2023-05-19,119.26655578613281,120.23185120399354,118.60115311447709,118.82607624921961,4305800
2023-05-22,119.49147033691406,120.13813234679401,119.16345596602461,119.49147033691406,2806800
2023-05-23,120.1287612915039,120.98160587682418,119.14471809710854,119.24780935797533,4592300
2023-05-24,117.78579711914062,119.86635578202292,117.58898848213522,119.79137902025585,3915500
2023-05-25,118.7979507446289,119.23843024073209,117.15787177413732,117.72018313398478,4102900
2023-05-26,120.7941665649414,121.51580536379171,118.84481371502602,119.07911072630881,5612600
2023-05-30,121.34710693359375,121.90005876149625,120.20373634761305,121.42208369501029,3741100
2023-05-31,120.51300811767578,121.30962368164145,119.45398819347983,120.43803135750862,11590200
2023-06-01,121.66575622558594,121.97501568941202,119.75388464708023,120.37243217544115,4136100
2023-06-02,124.10242462158203,124.75845331593173,121.97500400529161,122.1905675265696,5373900
2023-06-05,124.30862426757812,125.189583336012,123.96186925992627,124.75847053430958,3993500
2023-06-06,124.35547637939453,124.589773376326,123.59635639739324,124.11179835035938,3298000
2023-06-07,125.9393310546875,125.99556004798751,123.88688699711095,124.17741299606391,5772000
2023-06-08,125.96746063232422,127.43883856779574,125.5925767981853,126.22987216604342,4128500
2023-06-09,126.8015365600586,127.55128980416472,125.7425095664954,125.9205775707604,3981500
2023-06-12,127.8511962890625,128.03863104518425,127.28889202069726,127.45757901110026,4494500
2023-06-13,128.95706176757812,129.49125143856804,127.45755539572271,127.93551608032973,3927300
2023-06-14,128.5821990966797,130.20353043795333,128.33853534897105,129.14451765336722,4514900
2023-06-15,129.70681762695312,130.08170141915164,128.563447086368,128.6478048773342,3812600
2023-06-16,128.84461975097656,130.7096292726325,128.8352530178307,130.48469897392815,7473100
2023-06-20,127.42009735107422,128.610315913636,127.3544873214571,127.79496686205577,4271300
2023-06-21,125.29267883300781,126.8858957360186,124.91779501442232,126.62348421318649,5501300
2023-06-22,122.9309310913086,124.60850538543359,122.47170388725748,123.40889175649093,6012800
2023-06-23,121.30024719238281,122.41550330356644,121.06595017071753,122.20932078047257,11324700
2023-06-26,123.09027862548828,123.15588865506177,121.18778797282967,121.26276473504714,4845600
2023-06-27,124.02745819091797,124.59914345078185,122.61230943961421,123.05278894969068,3219900
2023-06-28,123.48390197753906,123.86815254017641,122.68730065294979,123.76506127459946,2753800
2023-06-29,125.63941955566406,125.91121208075523,123.41828859716877,123.47451758846934,3639800
2023-06-30,125.40513610839844,126.5485067228975,125.04900005787583,126.22986620419589,4236400
2023-07-03,125.27391052246094,125.91120575936411,124.52415730860261,125.03961353690228,1477100
2023-07-05,125.80812072753906,125.87371645055173,124.26175196626278,124.94590949413978,2955100
2023-07-06,123.8587646484375,125.4894625521772,123.28707941887211,124.87092936473462,3507700
2023-07-07,123.78379821777344,125.44262505506522,123.47452444808482,123.502638945297,2982400
2023-07-10,124.55228424072266,124.69287102630882,123.42766145780607,123.48389045189872,2369200
2023-07-11,125.99555206298828,126.10801004246125,124.86154833533985,125.26454659570707,2925200
2023-07-12,124.49606323242188,126.8296667394374,124.24303274277435,126.58600298262128,3732200
2023-07-13,125.50822448730469,126.58599934689234,124.9834014567095,125.1239739469207,3221400
2023-07-14,125.02088165283203,125.50822344879009,124.58978315284813,125.4988567163052,2860700
2023-07-17,125.80812072753906,126.15487570717957,124.73972699263628,124.88966620253115,3167400
2023-07-18,126.8577651977539,127.41070267235628,125.8549671977276,126.24859873256196,3852100
2023-07-19,126.97023010253906,127.87930363425149,126.69845186641832,127.01709236403696,5520000
2023-07-20,129.68809509277344,131.50624231219558,127.98240587031164,128.57283895506467,10896300
2023-07-21,130.21292114257812,131.0001557401299,129.10703171237878,129.52877781139782,5858600
2023-07-24,130.77520751953125,131.31877827678613,130.06294978607005,130.59715381143147,3475200
2023-07-25,131.51560974121094,131.60931997238862,130.3066290660662,130.6627651254663,3770800
2023-07-26,132.20912170410156,132.3778086846269,131.09386566500268,131.61868867155405,4046400
2023-07-27,133.98977661132812,134.37402714379513,132.98697853396618,133.36186233406377,6331600
2023-07-28,134.4396209716797,134.90821498991514,133.87731673000988,134.43025423944263,6686400
2023-07-31,135.12376403808594,135.51739559714443,134.5145975354058,134.77700904120846,6138100
2023-08-01,134.3271484375,135.404908842592,133.2400070008322,135.1893596216442,4797700
2023-08-02,135.11439514160156,135.23623416032777,133.37122485220362,133.8117043656784,4957400
2023-08-03,135.37680053710938,136.09843928413557,134.3084068144002,134.7488863080074,3951900
2023-08-04,135.1800079345703,136.91379722703448,134.9457109247491,135.97660918774966,4223100
2023-08-07,136.99813842773438,137.29804545946098,135.8266533982168,135.89226342403987,3438700
2023-08-08,136.74510192871094,136.9700178922353,135.05816070050966,136.5482861602734,4654600
2023-08-09,135.07667541503906,137.3992063279979,134.89655823406858,137.3992063279979,4072900
2023-08-10,135.797119140625,137.0579248447017,135.2662566262598,135.59803846527873,4735800
2023-08-11,135.67388916015625,135.98672198140184,134.811244736028,135.67388916015625,2526000
2023-08-14,134.52687072753906,135.9109034008681,134.42259310434943,135.60755952017598,4226400
2023-08-15,134.4889373779297,134.90604785107476,133.8537971447029,134.13819196411285,3656600
2023-08-16,133.32290649414062,134.6974642898335,133.247066927251,134.32775544182067,3285300
2023-08-17,133.3418731689453,135.23781899145868,133.2849971086569,133.67365500893393,3742100
2023-08-18,134.05287170410156,134.4510186470301,132.48870750161007,132.71622623967812,3914700
2023-08-21,134.8776092529297,134.98188687078093,133.76848248028728,134.0623518219804,2937800
2023-08-22,134.12869262695312,135.77815623752358,133.9485754591509,135.2378191990356,3557500
2023-08-23,135.9488067626953,136.01515734867286,134.21401449610002,134.34673013297464,2559100
2023-08-24,136.08151245117188,136.95364578186394,135.76867965892606,136.0435854348835,2900200
2023-08-25,137.7878875732422,137.901639709617,136.03413165788652,136.6787463839048,3660100
2023-08-28,138.4230194091797,139.1055611160136,137.65516360522147,137.84475530935984,3561100
2023-08-29,138.8306427001953,139.0960739825107,138.04382337586043,138.68845253642635,2778100
2023-08-30,139.2193145751953,139.27619064048807,138.16706397251963,138.80220414315522,2245400
2023-08-31,139.1908721923828,140.0440420749496,138.91595193216676,139.29514979713383,3885900
2023-09-01,140.24313354492188,140.39481270257073,139.27619699606123,139.59850435737457,2727500
2023-09-05,140.42324829101562,141.24798019087237,139.89238571341033,140.21469306911064,3731300
2023-09-06,140.35687255859375,140.61282930508145,139.46577567186705,139.97768916484247,2932200
2023-09-07,139.84498596191406,141.0394267768365,139.7312193617401,140.42325009098647,3332900
2023-09-08,139.9966583251953,140.85931730459203,139.59851136507098,139.68383993610726,3722800
2023-09-11,140.66024780273438,141.03943124219785,139.9018664588864,140.84036499920188,3273600
2023-09-12,138.68844604492188,140.2999971735258,138.21445956798428,140.22415760142547,4457700
2023-09-13,138.92544555664062,139.33306700205202,138.32821793995697,138.35665597266382,2627800
2023-09-14,139.68382263183594,140.04404252355917,138.8590763134653,139.71226066368462,2723100
2023-09-15,138.3945770263672,140.1578073027743,137.95850310212913,139.45630210810245,6231400
2023-09-18,137.54139709472656,138.85907896693388,137.51295906233446,138.18602624709408,2508100
2023-09-19,138.89700317382812,139.0865948742426,137.13377287662644,137.456080213823,3945400
2023-09-20,142.0347900390625,144.0255245719968,140.4232389033768,140.64126863354878,9632400
2023-09-21,139.7122344970703,141.48493898658785,139.64586945857315,141.24794578895538,4944600
2023-09-22,139.2667236328125,140.39481387172412,139.18140953026978,139.74071015572187,2562000
2023-09-25,138.8590850830078,139.7596565665702,138.6410553367585,138.9444136488623,2694200
2023-09-26,135.7876434326172,138.56519708705454,135.57908823737878,137.93953150133933,4824700
2023-09-27,135.72128295898438,136.33747404382808,134.38463765308353,136.1952694250554,4439800
2023-09-28,134.21401977539062,134.87759798586555,132.91530138739537,134.74488234377057,5783200
2023-09-29,133.0006103515625,134.73540261942128,132.34650668901844,134.61216150476235,5703600
2023-10-02,133.474609375,134.09078607634208,132.58351238665603,132.7541405938261,3275300
2023-10-03,133.08592224121094,134.27088843199917,132.71621336828179,133.5409452082962,3284400
2023-10-04,133.73056030273438,133.85378695866163,132.70674770972172,133.0669676196356,2637600
2023-10-05,134.1571502685547,134.32777847462467,132.8963443745502,133.56939714060954,3223900
2023-10-06,134.64059448242188,135.50325332281218,132.82048818731684,134.04336690601025,3511100
2023-10-09,134.8017578125,134.99134951966434,133.36083480119484,134.8965608985422,2354400
2023-10-10,134.71646118164062,135.95830365924513,134.34675224201087,135.18097321960497,3015800
2023-10-11,135.77816772460938,135.8824453324265,134.74488063391607,135.09562601251912,2511500
2023-10-12,133.8917236328125,135.49378599473252,133.6168033380118,135.09563903512034,3921100
2023-10-13,131.25634765625,132.82997183945417,131.07623047225843,132.49818996913498,4582800
2023-10-16,131.9673309326172,132.5076680341169,131.3132272321804,132.0336815224868,3361500
2023-10-17,133.0195770263672,133.3039573517015,129.21819607530608,129.98605188354858,4172800
2023-10-18,132.68777465820312,133.12383411382794,132.318065787165,132.71621268944304,3330000
2023-10-19,130.82974243164062,132.1569132488041,130.75390285938104,131.42697002261016,5314200
2023-10-20,130.02395629882812,132.02417954048616,129.9860292854306,130.96244013911547,4865300
2023-10-23,129.28456115722656,130.51691447374193,128.80108567420848,129.52155440500565,3457500
2023-10-24,130.62120056152344,130.80131775591627,128.97173670744354,129.6258404281666,3698000
2023-10-25,129.94815063476562,131.28479613981295,129.2371708297304,130.34629758979483,6472500
2023-10-26,136.2805938720703,136.8967850037327,134.21401966614192,134.80175829995272,11130200
2023-10-27,135.10511779785156,137.1716920220343,134.33726197207872,136.14787943269707,5469200
2023-10-30,135.20938110351562,136.982085820656,135.1619795649192,135.7402436199907,4204100
2023-10-31,137.1148223876953,137.22857452576213,135.17147472783543,135.5601471527916,6591800
2023-11-01,137.8352813720703,138.8875320795903,136.93470983039066,137.4560979223909,4750100
2023-11-02,139.36148071289062,139.4468092610393,137.3043814048948,138.186003659703,3902700
2023-11-03,140.20521545410156,140.72660355115644,139.61747676192417,139.7786304528463,3510100
2023-11-06,141.21954345703125,141.46601123749608,140.1578182920499,140.19573084869046,4597200
2023-11-07,141.0868377685547,141.5134227692393,140.32845639793678,141.2764294949788,3549900
2023-11-08,140.32843017578125,141.8925797076507,139.9113197766377,141.48495829525422,3618600
2023-11-09,140.56813049316406,140.92286837712408,139.28344364036187,140.50102740958434,3412700
2023-11-10,142.86907958984375,143.01288236343404,140.78864990107508,141.35429364915666,3179000
2023-11-13,141.98704528808594,142.36094710252362,141.26800221193892,142.33218654979527,2647200
2023-11-14,144.20169067382812,144.58517444969343,142.89782535533044,143.28130913119574,4321900
2023-11-15,146.28211975097656,146.89570256807974,144.19209367995848,144.19209367995848,4632500
2023-11-16,146.7423095703125,147.0203477537423,145.8507031721393,146.68478846449088,3519200
2023-11-17,146.57933044433594,147.16415274398219,146.16708609373356,146.96281424159253,4426500
2023-11-20,147.9790802001953,148.29544630004202,146.06163187692215,146.21501662476697,3658500
2023-11-21,147.55723571777344,148.2762788218935,147.17373728486112,148.218757714199,2859500
2023-11-22,148.7268829345703,149.28294470027623,147.79691933335155,148.12288203529204,3044700
2023-11-24,148.7747802734375,148.98570071946676,147.56679332442465,148.72685577758566,1799200
2023-11-27,149.14871215820312,149.69517727677868,148.36255139064184,148.59265043628702,4053100
2023-11-28,149.22540283203125,149.321281095237,148.4680172169944,149.02407895985584,2666200
2023-11-29,149.9540252685547,151.00861289762756,149.58012349142538,149.70474766449024,3568900
2023-11-30,152.01528930664062,152.05364646244715,150.4142218324817,150.47174293722284,6740600
2023-12-01,153.9231414794922,153.9614840028347,151.47839234808097,151.87147269993636,4871000
2023-12-04,154.45045471191406,156.0706861142941,153.67387592093087,153.67387592093087,5779000
2023-12-05,154.72848510742188,155.7639089122692,154.08614170264022,154.12448423068534,4556700
2023-12-06,153.66427612304688,155.64884175486645,153.40541655607763,154.9202021780592,3555900
2023-12-07,153.6067657470703,154.80517078839438,153.36708473880552,154.3545693225391,3665500
2023-12-08,155.27496337890625,155.3516484342563,153.3958576855124,153.3958576855124,4560400
2023-12-11,156.76095581054688,156.8951765852486,155.26534871273702,155.96521313589835,6077200
2023-12-12,157.91143798828125,159.47414817554184,156.19531381963276,156.53087307443164,5292300
2023-12-13,156.86643981933594,158.16072326581323,156.02277251999612,157.58548292760787,4989100
2023-12-14,156.1857452392578,156.75138894222528,153.53965738448213,156.20490918822816,6129800
2023-12-15,155.53379821777344,157.31702553229064,155.35163830801054,155.60091592304104,11015600
2023-12-18,156.0227508544922,156.5883945101675,154.91062749050968,155.53379224622418,3677300
2023-12-19,154.8914794921875,155.58176208686533,154.66139504660845,155.1215785667369,3766600
2023-12-20,153.44378662109375,155.12155370304797,153.4054294669984,154.63259507662465,4865800
2023-12-21,154.1436767578125,154.43129694556976,152.9452714996326,153.9615168179339,2982900
2023-12-22,155.44752502441406,155.70638462758458,154.35458013532272,154.45045839693216,2439800
2023-12-26,156.47337341308594,156.56923704975753,155.36124989911536,155.53381322250593,1772400
2023-12-27,156.71304321289062,156.8856065239095,155.96522497823707,156.40624448801037,3234600
2023-12-28,156.99107360839844,157.192412109009,156.65551431703716,157.192412109009,2071300
2023-12-29,156.79933166503906,157.4033179087539,156.10904913310577,156.9910735619163,2525600
